code,market,issue,issue_short,industry,unit,info,topix100,tracking
5819-T,東証1部,カナレ電気,カナレ電気,非鉄金属,100,制度信用銘柄,,
5821-T,東証1部,平河ヒューテック,平河ヒューテ,非鉄金属,100,制度信用銘柄,,
5851-T,東証1部,リョービ,リョービ,非鉄金属,1000,貸借銘柄,,
5852-T,東証1部,アーレスティ,アーレスティ,非鉄金属,100,貸借銘柄,,
5857-T,東証1部,アサヒホールディングス,アサヒＨＤ,非鉄金属,100,貸借銘柄,,
5901-T,東証1部,東洋製罐グループホールディングス,洋缶ＨＤ,金属製品,100,貸借銘柄,,
5902-T,東証1部,ホッカンホールディングス,ホッカンＨＤ,金属製品,1000,貸借銘柄,,
5909-T,東証1部,コロナ,コロナ,金属製品,100,制度信用銘柄,,
5911-T,東証1部,横河ブリッジホールディングス,横河ブＨＤ,金属製品,100,貸借銘柄,,
5912-T,東証1部,OSJBホールディングス,ＯＳＪＢＨＤ,建設業,100,貸借銘柄,,
5915-T,東証1部,駒井ハルテック,駒井ハルテク,金属製品,1000,貸借銘柄,,
5923-T,東証1部,高田機工,高田機工,金属製品,1000,貸借銘柄,,
5929-T,東証1部,三和ホールディングス,三和ＨＤ,金属製品,100,貸借銘柄,,
5930-T,東証1部,文化シヤッター,文化シヤター,金属製品,100,貸借銘柄,,
5932-T,東証1部,三協立山,三協立山,金属製品,100,貸借銘柄,,
5933-T,東証1部,アルインコ,アルインコ,金属製品,100,貸借銘柄,,
5936-T,東証1部,東洋シヤッター,洋シヤター,金属製品,100,貸借銘柄,,
5938-T,東証1部,LIXILグループ,ＬＩＸＩＬ　Ｇ,金属製品,100,貸借銘柄,,
5942-T,東証1部,日本フイルコン,日フイルコン,金属製品,100,制度信用銘柄,,
5943-T,東証1部,ノーリツ,ノーリツ,金属製品,100,貸借銘柄,,
5946-T,東証1部,長府製作所,長府製,金属製品,100,貸借銘柄,,
5947-T,東証1部,リンナイ,リンナイ,金属製品,100,貸借銘柄,,
5949-T,東証1部,ユニプレス,ユニプレス,輸送用機器,100,貸借銘柄,,
5951-T,東証1部,ダイニチ工業,ダイニチ工,金属製品,100,貸借銘柄,,
5957-T,東証1部,日東精工,日東精工,金属製品,1000,貸借銘柄,,
5958-T,東証1部,三洋工業,三洋工,金属製品,1000,貸借銘柄,,
5959-T,東証1部,岡部,岡部,金属製品,100,貸借銘柄,,
5970-T,東証1部,ジーテクト,ジーテクト,金属製品,100,貸借銘柄,,
5974-T,東証1部,中国工業,中国工,金属製品,100,貸借銘柄,,
5975-T,東証1部,東プレ,東プレ,金属製品,100,貸借銘柄,,
5976-T,東証1部,高周波熱錬,ネツレン,金属製品,100,貸借銘柄,,
5981-T,東証1部,東京製綱,東製綱,金属製品,1000,貸借銘柄,,
5985-T,東証1部,サンコール,サンコール,金属製品,1000,貸借銘柄,,
5986-T,東証1部,モリテック スチール,モリテック,金属製品,100,貸借銘柄,,
5988-T,東証1部,パイオラックス,パイオラックス,金属製品,100,制度信用銘柄,,
5991-T,東証1部,日本発条,ニッパツ,金属製品,100,貸借銘柄,,
5992-T,東証1部,中央発條,中央発条,金属製品,1000,貸借銘柄,,
5998-T,東証1部,アドバネクス,アドバネクス,金属製品,1000,貸借銘柄,,
6005-T,東証1部,三浦工業,三浦工,機械,100,貸借銘柄,,
6013-T,東証1部,タクマ,タクマ,機械,1000,貸借銘柄,,
6028-T,東証1部,テクノプロ・ホールディングス,テクノプロＨＤ,サービス業,100,制度信用銘柄,,
6054-T,東証1部,リブセンス,リブセンス,サービス業,100,貸借銘柄,,
6055-T,東証1部,ジャパンマテリアル,Ｊマテリアル,サービス業,100,制度信用銘柄,,
6058-T,東証1部,ベクトル,ベクトル,サービス業,100,制度信用銘柄,,
6059-T,東証1部,ウチヤマホールディングス,ウチヤマＨＤ,サービス業,100,貸借銘柄,,
6065-T,東証1部,サクセスホールディングス,サクセスＨＤ,サービス業,100,制度信用銘柄,,
6070-T,東証1部,キャリアリンク,キャリアリンク,サービス業,100,貸借銘柄,,
6073-T,東証1部,アサンテ,アサンテ,サービス業,100,貸借銘柄,,
6077-T,東証1部,N・フィールド,Ｎ・フィールド,サービス業,100,制度信用銘柄,,
6080-T,東証1部,M&Aキャピタルパートナーズ,Ｍ＆Ａキャピタル,サービス業,100,制度信用銘柄,,
6083-T,東証1部,ERIホールディングス,ＥＲＩ　ＨＤ,サービス業,100,貸借銘柄,,
6087-T,東証1部,アビスト,アビスト,サービス業,100,制度信用銘柄,,
6089-T,東証1部,ウィルグループ,ウィルグループ,サービス業,100,制度信用銘柄,,
6098-T,東証1部,リクルートホールディングス,リクルートＨＤ,サービス業,100,貸借銘柄,,
6101-T,東証1部,ツガミ,ツガミ,機械,1000,貸借銘柄,,
6103-T,東証1部,オークマ,オークマ,機械,1000,貸借銘柄,,
6104-T,東証1部,東芝機械,東芝機,機械,1000,貸借銘柄,,
6113-T,東証1部,アマダホールディングス,アマダＨＤ,機械,100,貸借銘柄,,
6118-T,東証1部,アイダエンジニアリング,アイダ,機械,100,貸借銘柄,,
6121-T,東証1部,滝澤鉄工所,滝澤鉄,機械,1000,制度信用銘柄,,
6134-T,東証1部,富士機械製造,富士機,機械,100,貸借銘柄,,
6135-T,東証1部,牧野フライス製作所,牧野フライス,機械,1000,貸借銘柄,,
6136-T,東証1部,オーエスジー,ＯＳＧ,機械,100,貸借銘柄,,
6138-T,東証1部,ダイジェット工業,ダイジェット,機械,1000,制度信用銘柄,,
6140-T,東証1部,旭ダイヤモンド工業,旭ダイヤ,機械,100,貸借銘柄,,
6141-T,東証1部,DMG森精機,ＤＭＧ森精機,機械,100,貸借銘柄,,
6143-T,東証1部,ソディック,ソディック,機械,100,貸借銘柄,,
6146-T,東証1部,ディスコ,ディスコ,機械,100,貸借銘柄,,
6151-T,東証1部,日東工器,日東工器,機械,100,貸借銘柄,,
6165-T,東証1部,パンチ工業,パンチ,機械,100,制度信用銘柄,,
6201-T,東証1部,豊田自動織機,豊田織,輸送用機器,100,貸借銘柄,,
6203-T,東証1部,豊和工業,豊和工,機械,100,貸借銘柄,,
6205-T,東証1部,大阪機工,ＯＫＫ,機械,1000,貸借銘柄,,
6208-T,東証1部,石川製作所,石川製,機械,1000,貸借銘柄,,
6210-T,東証1部,東洋機械金属,東洋機械,機械,100,貸借銘柄,,
6217-T,東証1部,津田駒工業,津田駒工,機械,1000,貸借銘柄,,
6218-T,東証1部,エンシュウ,エンシュウ,機械,1000,貸借銘柄,,
6222-T,東証1部,島精機製作所,島精機,機械,100,貸借銘柄,,
6247-T,東証1部,日阪製作所,日阪製作,機械,100,貸借銘柄,,
6250-T,東証1部,やまびこ,やまびこ,機械,100,貸借銘柄,,
6262-T,東証1部,ペガサスミシン製造,ペガサス,機械,100,制度信用銘柄,,
6268-T,東証1部,ナブテスコ,ナブテスコ,機械,100,貸借銘柄,,
6269-T,東証1部,三井海洋開発,三井海洋,機械,100,貸借銘柄,,
6272-T,東証1部,レオン自動機,レオン自機,機械,100,貸借銘柄,,
6273-T,東証1部,SMC,ＳＭＣ,機械,100,貸借銘柄/TOPIX100,1,
6274-T,東証1部,新川,新川,機械,100,貸借銘柄,,
6277-T,東証1部,ホソカワミクロン,ホソカワミクロン,機械,1000,貸借銘柄,,
6278-T,東証1部,ユニオンツール,ユニオンツール,機械,100,貸借銘柄,,
6282-T,東証1部,オイレス工業,オイレス工,機械,100,貸借銘柄,,
6284-T,東証1部,日精エー・エス・ビー機械,ＡＳＢ機械,機械,100,貸借銘柄,,
6287-T,東証1部,サトーホールディングス,サトーＨＤ,機械,100,貸借銘柄,,
6291-T,東証1部,日本エアーテック,エアーテック,機械,100,制度信用銘柄,,
6293-T,東証1部,日精樹脂工業,日精樹脂,機械,100,貸借銘柄,,
6298-T,東証1部,ワイエイシイ,ワイエイシイ,機械,100,貸借銘柄,,
6301-T,東証1部,小松製作所,コマツ,機械,100,貸借銘柄/TOPIX100,1,
6302-T,東証1部,住友重機械工業,住友重,機械,1000,貸借銘柄,,
6305-T,東証1部,日立建機,日立建機,機械,100,貸借銘柄,,
6306-T,東証1部,日工,日工,機械,1000,貸借銘柄,,
6309-T,東証1部,巴工業,巴工業,機械,100,制度信用銘柄,,
6310-T,東証1部,井関農機,井関農,機械,1000,貸借銘柄,,
6315-T,東証1部,TOWA,ＴＯＷＡ,機械,100,貸借銘柄,,
6316-T,東証1部,丸山製作所,丸山製,機械,1000,貸借銘柄,,
6317-T,東証1部,北川鉄工所,北川鉄,機械,1000,貸借銘柄,,
6319-T,東証1部,シンニッタン,シンニッタン,鉄鋼,100,制度信用銘柄,,
6326-T,東証1部,クボタ,クボタ,機械,1000,貸借銘柄/TOPIX100,1,
6328-T,東証1部,荏原実業,荏原実業,機械,100,貸借銘柄,,
6330-T,東証1部,東洋エンジニアリング,洋エンジ,建設業,1000,貸借銘柄,,
6331-T,東証1部,三菱化工機,菱化工機,機械,1000,貸借銘柄,,
6332-T,東証1部,月島機械,月島機,機械,100,貸借銘柄,,
6333-T,東証1部,帝国電機製作所,帝国電機,機械,100,貸借銘柄,,
6335-T,東証1部,東京機械製作所,東京機,機械,1000,貸借銘柄,,
6339-T,東証1部,新東工業,新東工,機械,100,貸借銘柄,,
6340-T,東証1部,澁谷工業,渋谷工,機械,100,貸借銘柄,,
6345-T,東証1部,アイチコーポレーション,アイチ,機械,100,貸借銘柄,,
6349-T,東証1部,小森コーポレーション,小森,機械,100,貸借銘柄,,
6351-T,東証1部,鶴見製作所,鶴見製,機械,100,貸借銘柄,,
6355-T,東証1部,住友精密工業,住友精密,機械,1000,貸借銘柄,,
6358-T,東証1部,酒井重工業,酒井重,機械,1000,貸借銘柄,,
6361-T,東証1部,荏原製作所,荏原製,機械,1000,貸借銘柄,,
6362-T,東証1部,石井鐵工所,石井鉄,機械,1000,貸借銘柄,,
6363-T,東証1部,酉島製作所,酉島製,機械,100,貸借銘柄,,
6364-T,東証1部,北越工業,北越工,機械,100,貸借銘柄,,
6366-T,東証1部,千代田化工建設,千代化建,建設業,1000,貸借銘柄,,
6367-T,東証1部,ダイキン工業,ダイキン工,機械,100,貸借銘柄/TOPIX100,1,
6368-T,東証1部,オルガノ,オルガノ,機械,1000,貸借銘柄,,
6369-T,東証1部,トーヨーカネツ,トーヨーカネツ,機械,1000,貸借銘柄,,
6370-T,東証1部,栗田工業,栗田工,機械,100,貸借銘柄,,
6371-T,東証1部,椿本チエイン,椿本チエイン,機械,1000,貸借銘柄,,
6373-T,東証1部,大同工業,大同工,機械,1000,貸借銘柄,,
6375-T,東証1部,日本コンベヤ,日コンベヤ,機械,1000,制度信用銘柄,,
6376-T,東証1部,日機装,日機装,精密機器,100,貸借銘柄,,
6378-T,東証1部,木村化工機,木村化工,機械,100,貸借銘柄,,
6379-T,東証1部,新興プランテック,新興プラン,建設業,100,貸借銘柄,,
6381-T,東証1部,アネスト岩田,アネスト岩田,機械,100,貸借銘柄,,
6383-T,東証1部,ダイフク,ダイフク,機械,100,貸借銘柄,,
6387-T,東証1部,サムコ,サムコ,機械,100,制度信用銘柄,,
6390-T,東証1部,加藤製作所,加藤製,機械,1000,貸借銘柄,,
6393-T,東証1部,油研工業,油研工,機械,1000,貸借銘柄,,
6395-T,東証1部,タダノ,タダノ,機械,1000,貸借銘柄,,
6406-T,東証1部,フジテック,フジテック,機械,100,貸借銘柄,,
6407-T,東証1部,CKD,ＣＫＤ,機械,100,貸借銘柄,,
6409-T,東証1部,キトー,キトー,機械,100,貸借銘柄,,
6412-T,東証1部,平和,平和,機械,100,貸借銘柄,,
6413-T,東証1部,理想科学工業,理想科学,機械,100,貸借銘柄,,
6417-T,東証1部,SANKYO,ＳＡＮＫＹＯ,機械,100,貸借銘柄,,
6418-T,東証1部,日本金銭機械,日金銭,機械,100,貸借銘柄,,
6419-T,東証1部,マースエンジニアリング,マースエンジ,機械,100,貸借銘柄,,
6420-T,東証1部,福島工業,福島工業,機械,100,制度信用銘柄,,
6428-T,東証1部,オーイズミ,オーイズミ,機械,100,貸借銘柄,,
6430-T,東証1部,ダイコク電機,ダイコク電,機械,100,貸借銘柄,,
6432-T,東証1部,竹内製作所,竹内製作所,機械,100,貸借銘柄,,
6436-T,東証1部,アマノ,アマノ,機械,100,貸借銘柄,,
6440-T,東証1部,JUKI,ＪＵＫＩ,機械,1000,貸借銘柄,,
6444-T,東証1部,サンデンホールディングス,サンデンＨＤ,機械,1000,貸借銘柄,,
6445-T,東証1部,蛇の目ミシン工業,蛇の目,機械,1000,貸借銘柄,,
6448-T,東証1部,ブラザー工業,ブラザー,電気機器,100,貸借銘柄,,
6454-T,東証1部,マックス,マックス,機械,1000,貸借銘柄,,
6455-T,東証1部,モリタホールディングス,モリタＨＤ,輸送用機器,100,貸借銘柄,,
6457-T,東証1部,グローリー,グローリー,機械,100,貸借銘柄,,
6458-T,東証1部,新晃工業,新晃工業,機械,100,貸借銘柄,,
6459-T,東証1部,大和冷機工業,大和冷機,機械,100,貸借銘柄,,
6460-T,東証1部,セガサミーホールディングス,セガサミーＨＤ,機械,100,貸借銘柄,,
6461-T,東証1部,日本ピストンリング,日ピストン,機械,1000,貸借銘柄,,
6462-T,東証1部,リケン,リケン,機械,1000,貸借銘柄,,
6463-T,東証1部,TPR,ＴＰＲ,機械,100,貸借銘柄,,
6465-T,東証1部,ホシザキ電機,ホシザキ,機械,100,貸借銘柄,,
6470-T,東証1部,大豊工業,大豊工業,機械,100,貸借銘柄,,
6471-T,東証1部,日本精工,日本精工,機械,100,貸借銘柄,,
6472-T,東証1部,NTN,ＮＴＮ,機械,1000,貸借銘柄,,
6473-T,東証1部,ジェイテクト,ジェイテクト,機械,100,貸借銘柄,,
6474-T,東証1部,不二越,不二越,機械,1000,貸借銘柄,,
6479-T,東証1部,ミネベア,ミネベア,電気機器,1000,貸借銘柄,,
6480-T,東証1部,日本トムソン,日トムソン,機械,1000,貸借銘柄,,
6481-T,東証1部,THK,ＴＨＫ,機械,100,貸借銘柄,,
6482-T,東証1部,ユーシン精機,ユーシン精機,機械,100,貸借銘柄,,
6485-T,東証1部,前澤給装工業,前沢給装,機械,100,貸借銘柄,,
6486-T,東証1部,イーグル工業,イーグル工,機械,100,貸借銘柄,,
6489-T,東証1部,前澤工業,前沢工,機械,100,貸借銘柄,,
6490-T,東証1部,日本ピラー工業,日ピラ工,機械,100,貸借銘柄,,
6498-T,東証1部,キッツ,キッツ,機械,100,貸借銘柄,,
6501-T,東証1部,日立製作所,日立,電気機器,1000,貸借銘柄/TOPIX100,1,
6502-T,東証1部,東芝,東芝,電気機器,1000,貸借銘柄/TOPIX100,1,
6503-T,東証1部,三菱電機,三菱電,電気機器,1000,貸借銘柄/TOPIX100,1,
6504-T,東証1部,富士電機,富士電機,電気機器,1000,貸借銘柄,,
6505-T,東証1部,東洋電機製造,東洋電,電気機器,1000,貸借銘柄,,
6506-T,東証1部,安川電機,安川電,電気機器,100,貸借銘柄,,
6507-T,東証1部,シンフォニア テクノロジー,シンフォニア,電気機器,1000,貸借銘柄,,
6508-T,東証1部,明電舎,明電舎,電気機器,1000,貸借銘柄,,
6513-T,東証1部,オリジン電気,オリジン電,電気機器,1000,制度信用銘柄,,
6516-T,東証1部,山洋電気,山洋電気,電気機器,1000,貸借銘柄,,
6517-T,東証1部,デンヨー,デンヨー,電気機器,100,貸借銘柄,,
6581-T,東証1部,日立工機,日立工機,機械,100,貸借銘柄,,
6584-T,東証1部,三櫻工業,三桜工,輸送用機器,100,貸借銘柄,,
6586-T,東証1部,マキタ,マキタ,機械,100,貸借銘柄,,
6588-T,東証1部,東芝テック,東芝テック,電気機器,1000,貸借銘柄,,
6590-T,東証1部,芝浦メカトロニクス,芝浦,電気機器,1000,貸借銘柄,,
6592-T,東証1部,マブチモーター,マブチモーター,電気機器,100,貸借銘柄,,
6594-T,東証1部,日本電産,日本電産,電気機器,100,貸借銘柄/TOPIX100,1,
6617-T,東証1部,東光高岳,東光高岳,電気機器,100,貸借銘柄,,
6620-T,東証1部,宮越ホールディングス,宮越ＨＤ,電気機器,100,制度信用銘柄,,
6622-T,東証1部,ダイヘン,ダイヘン,電気機器,1000,貸借銘柄,,
6624-T,東証1部,田淵電機,田淵電機,電気機器,100,貸借銘柄,,
6630-T,東証1部,ヤーマン,ヤーマン,電気機器,100,制度信用銘柄,,
6632-T,東証1部,JVCケンウッド,ＪＶＣＫＷ,電気機器,100,貸借銘柄,,
6638-T,東証1部,ミマキエンジニアリング,Ｍｉｍａｋｉ,電気機器,100,貸借銘柄,,
6640-T,東証1部,第一精工,第一精工,電気機器,100,貸借銘柄,,
6641-T,東証1部,日新電機,日新電,電気機器,100,貸借銘柄,,
6644-T,東証1部,大崎電気工業,大崎電,電気機器,1000,貸借銘柄,,
6645-T,東証1部,オムロン,オムロン,電気機器,100,貸借銘柄,,
6651-T,東証1部,日東工業,日東工,電気機器,100,貸借銘柄,,
6652-T,東証1部,IDEC,ＩＤＥＣ,電気機器,100,貸借銘柄,,
6654-T,東証1部,不二電機工業,不二電機工業,電気機器,100,貸借銘柄,,
6674-T,東証1部,ジーエス・ユアサ コーポレーション,ＧＳユアサ,電気機器,1000,貸借銘柄,,
6675-T,東証1部,サクサホールディングス,サクサ,電気機器,1000,貸借銘柄,,
6676-T,東証1部,メルコホールディングス,メルコ,電気機器,100,貸借銘柄,,
6678-T,東証1部,テクノメディカ,テクノメディカ,電気機器,100,制度信用銘柄,,
6701-T,東証1部,日本電気,ＮＥＣ,電気機器,1000,貸借銘柄,,
6702-T,東証1部,富士通,富士通,電気機器,1000,貸借銘柄/TOPIX100,1,
6703-T,東証1部,沖電気工業,ＯＫＩ,電気機器,1000,貸借銘柄,,
6704-T,東証1部,岩崎通信機,岩崎通,電気機器,1000,貸借銘柄,,
6706-T,東証1部,電気興業,電気興,電気機器,1000,貸借銘柄,,
6707-T,東証1部,サンケン電気,サンケン電,電気機器,1000,貸借銘柄,,
6715-T,東証1部,ナカヨ,ナカヨ,電気機器,1000,貸借銘柄,,
6718-T,東証1部,アイホン,アイホン,電気機器,100,貸借銘柄,,
6723-T,東証1部,ルネサスエレクトロニクス,ルネサス,電気機器,100,貸借銘柄,,
6724-T,東証1部,セイコーエプソン,エプソン,電気機器,100,貸借銘柄,,
6727-T,東証1部,ワコム,ワコム,電気機器,100,貸借銘柄,,
6728-T,東証1部,アルバック,アルバック,電気機器,100,貸借銘柄,,
6730-T,東証1部,アクセル,アクセル,電気機器,100,貸借銘柄,,
6737-T,東証1部,EIZO,ＥＩＺＯ,電気機器,100,貸借銘柄,,
6740-T,東証1部,ジャパンディスプレイ,ＪＤＩ,電気機器,100,貸借銘柄,,
6741-T,東証1部,日本信号,日信号,電気機器,100,貸借銘柄,,
6742-T,東証1部,京三製作所,京三製,電気機器,1000,貸借銘柄,,
6744-T,東証1部,能美防災,能美防災,電気機器,100,貸借銘柄,,
6745-T,東証1部,ホーチキ,ホーチキ,電気機器,100,貸借銘柄,,
6750-T,東証1部,エレコム,エレコム,電気機器,100,貸借銘柄,,
6751-T,東証1部,日本無線,日無線,電気機器,1000,貸借銘柄,,
6752-T,東証1部,パナソニック,パナソニック,電気機器,100,貸借銘柄/TOPIX100,1,
6753-T,東証1部,シャープ,シャープ,電気機器,1000,貸借銘柄,,
6754-T,東証1部,アンリツ,アンリツ,電気機器,100,貸借銘柄,,
6755-T,東証1部,富士通ゼネラル,富士通ゼ,電気機器,1000,貸借銘柄,,
6756-T,東証1部,日立国際電気,日立国際,電気機器,1000,貸借銘柄,,
6758-T,東証1部,ソニー,ソニー,電気機器,100,貸借銘柄/TOPIX100,1,
6762-T,東証1部,TDK,ＴＤＫ,電気機器,100,貸借銘柄,,
6763-T,東証1部,帝国通信工業,帝通工,電気機器,1000,貸借銘柄,,
6767-T,東証1部,ミツミ電機,ミツミ電,電気機器,100,貸借銘柄,,
6768-T,東証1部,タムラ製作所,タムラ製,電気機器,1000,貸借銘柄,,
6770-T,東証1部,アルプス電気,アルプス電,電気機器,100,貸借銘柄,,
6771-T,東証1部,池上通信機,池上通,電気機器,1000,貸借銘柄,,
6773-T,東証1部,パイオニア,パイオニア,電気機器,100,貸借銘柄,,
6779-T,東証1部,日本電波工業,日電波,電気機器,100,制度信用銘柄,,
6785-T,東証1部,鈴木,鈴木,電気機器,100,制度信用銘柄,,
6788-T,東証1部,日本トリム,日本トリム,電気機器,100,貸借銘柄,,
6789-T,東証1部,ローランド ディー.ジー.,ローランドＤＧ,電気機器,100,貸借銘柄,,
6791-T,東証1部,日本コロムビア,コロムビア,情報・通信業,100,貸借銘柄,,
6794-T,東証1部,フォスター電機,フォスター電,電気機器,100,貸借銘柄,,
6796-T,東証1部,クラリオン,クラリオン,電気機器,1000,貸借銘柄,,
6798-T,東証1部,SMK,ＳＭＫ,電気機器,1000,貸借銘柄,,
6800-T,東証1部,ヨコオ,ヨコオ,電気機器,100,貸借銘柄,,
6801-T,東証1部,東光,東光,電気機器,1000,貸借銘柄,,
6803-T,東証1部,ティアック,ティアック,電気機器,1000,貸借銘柄,,
6804-T,東証1部,ホシデン,ホシデン,電気機器,100,貸借銘柄,,
6806-T,東証1部,ヒロセ電機,ヒロセ電,電気機器,100,貸借銘柄,,
6807-T,東証1部,日本航空電子工業,航空電子,電気機器,1000,貸借銘柄,,
6809-T,東証1部,TOA,ＴＯＡ,電気機器,100,貸借銘柄,,
6810-T,東証1部,日立マクセル,日立マクセル,電気機器,100,貸借銘柄,,
6814-T,東証1部,古野電気,古野電気,電気機器,100,貸借銘柄,,
6815-T,東証1部,ユニデン,ユニデン,電気機器,1000,貸借銘柄,,
6816-T,東証1部,アルパイン,アルパイン,電気機器,100,貸借銘柄,,
6817-T,東証1部,スミダコーポレーション,スミダ,電気機器,100,貸借銘柄,,
6820-T,東証1部,アイコム,アイコム,電気機器,100,貸借銘柄,,
6823-T,東証1部,リオン,リオン,電気機器,100,貸借銘柄,,
6839-T,東証1部,船井電機,船井電機,電気機器,100,貸借銘柄,,
6841-T,東証1部,横河電機,横河電,電気機器,100,貸借銘柄,,
6844-T,東証1部,新電元工業,新電元,電気機器,1000,貸借銘柄,,
6845-T,東証1部,アズビル,アズビル,電気機器,100,貸借銘柄,,
6848-T,東証1部,東亜ディーケーケー,東亜ディーケーケー,電気機器,100,貸借銘柄,,
6849-T,東証1部,日本光電工業,日本光電,電気機器,100,貸借銘柄,,
6850-T,東証1部,チノー,チノー,電気機器,100,貸借銘柄,,
