code,market,issue,issue_short,industry,unit,info,topix100,tracking
6853-T,東証1部,共和電業,共和電,電気機器,100,制度信用銘柄,,
6855-T,東証1部,日本電子材料,電子材料,電気機器,100,貸借銘柄,,
6856-T,東証1部,堀場製作所,堀場製,電気機器,100,貸借銘柄,,
6857-T,東証1部,アドバンテスト,アドバンテス,電気機器,100,貸借銘柄,,
6858-T,東証1部,小野測器,小野測器,電気機器,100,制度信用銘柄,,
6859-T,東証1部,エスペック,エスペック,電気機器,100,貸借銘柄,,
6860-T,東証1部,パナソニック デバイスSUNX,パナＳＵＮＸ,電気機器,100,貸借銘柄,,
6861-T,東証1部,キーエンス,キーエンス,電気機器,100,貸借銘柄/TOPIX100,1,
6866-T,東証1部,日置電機,日置電,電気機器,100,制度信用銘柄,,
6869-T,東証1部,シスメックス,シスメックス,電気機器,100,貸借銘柄,,
6875-T,東証1部,メガチップス,メガチップス,電気機器,100,貸借銘柄,,
6877-T,東証1部,OBARA GROUP,ＯＢＡＲＡ−Ｇ,電気機器,100,貸借銘柄,,
6879-T,東証1部,イマジカ・ロボット ホールディングス,イマジカロボットＨＤ,情報・通信業,100,貸借銘柄,,
6901-T,東証1部,澤藤電機,沢藤電,電気機器,1000,貸借銘柄,,
6902-T,東証1部,デンソー,デンソー,輸送用機器,100,貸借銘柄/TOPIX100,1,
6905-T,東証1部,コーセル,コーセル,電気機器,100,貸借銘柄,,
6911-T,東証1部,新日本無線,新日無,電気機器,1000,貸借銘柄,,
6914-T,東証1部,オプテックス,オプテックス,電気機器,100,貸借銘柄,,
6915-T,東証1部,千代田インテグレ,千代インテ,電気機器,100,貸借銘柄,,
6920-T,東証1部,レーザーテック,レーザーテック,電気機器,100,制度信用銘柄,,
6923-T,東証1部,スタンレー電気,スタンレー電,電気機器,100,貸借銘柄,,
6924-T,東証1部,岩崎電気,岩崎電,電気機器,1000,貸借銘柄,,
6925-T,東証1部,ウシオ電機,ウシオ電,電気機器,100,貸借銘柄,,
6926-T,東証1部,岡谷電機産業,ＯＫＡＹＡ,電気機器,100,貸借銘柄,,
6927-T,東証1部,ヘリオス テクノ ホールディング,ヘリオステクノＨ,電気機器,100,制度信用銘柄,,
6929-T,東証1部,日本セラミック,日セラミック,電気機器,100,貸借銘柄,,
6932-T,東証1部,遠藤照明,遠藤照明,電気機器,100,貸借銘柄,,
6935-T,東証1部,日本デジタル研究所,日デジタル,電気機器,100,貸借銘柄,,
6937-T,東証1部,古河電池,古河電池,電気機器,1000,制度信用銘柄,,
6938-T,東証1部,双信電機,双信電機,電気機器,100,制度信用銘柄,,
6941-T,東証1部,山一電機,山一電機,電気機器,100,貸借銘柄,,
6947-T,東証1部,図研,図研,電気機器,100,貸借銘柄,,
6951-T,東証1部,日本電子,日電子,電気機器,1000,貸借銘柄,,
6952-T,東証1部,カシオ計算機,カシオ計,電気機器,100,貸借銘柄,,
6954-T,東証1部,ファナック,ファナック,電気機器,100,貸借銘柄/TOPIX100,1,
6958-T,東証1部,日本シイエムケイ,ＣＭＫ,電気機器,100,貸借銘柄,,
6961-T,東証1部,エンプラス,エンプラス,電気機器,100,貸借銘柄,,
6962-T,東証1部,大真空,大真空,電気機器,1000,貸借銘柄,,
6963-T,東証1部,ローム,ロ—ム,電気機器,100,貸借銘柄,,
6965-T,東証1部,浜松ホトニクス,浜松ホトニク,電気機器,100,貸借銘柄,,
6966-T,東証1部,三井ハイテック,三井ハイテク,電気機器,100,貸借銘柄,,
6967-T,東証1部,新光電気工業,新光電工,電気機器,100,貸借銘柄,,
6971-T,東証1部,京セラ,京セラ,電気機器,100,貸借銘柄/TOPIX100,1,
6973-T,東証1部,協栄産業,協栄産,卸売業,1000,制度信用銘柄,,
6976-T,東証1部,太陽誘電,太陽誘電,電気機器,100,貸借銘柄,,
6981-T,東証1部,村田製作所,村田製,電気機器,100,貸借銘柄/TOPIX100,1,
6985-T,東証1部,ユーシン,ユーシン,電気機器,100,貸借銘柄,,
6986-T,東証1部,双葉電子工業,双葉電子,電気機器,100,貸借銘柄,,
6988-T,東証1部,日東電工,日東電,化学,100,貸借銘柄/TOPIX100,1,
6989-T,東証1部,北陸電気工業,北電工業,電気機器,1000,貸借銘柄,,
6995-T,東証1部,東海理化電機製作所,東海理電,輸送用機器,100,貸借銘柄,,
6996-T,東証1部,ニチコン,ニチコン,電気機器,100,貸借銘柄,,
6997-T,東証1部,日本ケミコン,日ケミコン,電気機器,1000,貸借銘柄,,
6999-T,東証1部,KOA,ＫＯＡ,電気機器,100,貸借銘柄,,
7003-T,東証1部,三井造船,三井造,輸送用機器,1000,貸借銘柄,,
7004-T,東証1部,日立造船,日立造,機械,100,貸借銘柄,,
7011-T,東証1部,三菱重工業,三菱重,機械,1000,貸借銘柄/TOPIX100,1,
7012-T,東証1部,川崎重工業,川崎重,輸送用機器,1000,貸借銘柄,,
7013-T,東証1部,IHI,ＩＨＩ,機械,1000,貸借銘柄,,
7014-T,東証1部,名村造船所,名村造船,輸送用機器,100,貸借銘柄,,
7022-T,東証1部,サノヤスホールディングス,サノヤスＨＤ,輸送用機器,100,貸借銘柄,,
7102-T,東証1部,日本車輌製造,日車輌,輸送用機器,1000,貸借銘柄,,
7105-T,東証1部,ニチユ三菱フォークリフト,ニチユ三菱,輸送用機器,100,貸借銘柄,,
7122-T,東証1部,近畿車輛,近畿車輌,輸送用機器,1000,貸借銘柄,,
7148-T,東証1部,FPG,ＦＰＧ,証券商品先物,100,貸借銘柄,,
7150-T,東証1部,島根銀行,島根銀行,銀行業,100,貸借銘柄,,
7161-T,東証1部,じもとホールディングス,じもとＨＤ,銀行業,100,貸借銘柄,,
7164-T,東証1部,全国保証,全国保証,その他金融業,100,貸借銘柄,,
7167-T,東証1部,足利ホールディングス,足利ホールディングス,銀行業,100,貸借銘柄,,
7173-T,東証1部,東京TYフィナンシャルグループ,東京ＴＹＦＧ,銀行業,100,貸借銘柄,,
7201-T,東証1部,日産自動車,日産自,輸送用機器,100,貸借銘柄/TOPIX100,1,
7202-T,東証1部,いすゞ自動車,いすゞ自,輸送用機器,100,貸借銘柄/TOPIX100,1,
7203-T,東証1部,トヨタ自動車,トヨタ自,輸送用機器,100,貸借銘柄/TOPIX100,1,
7205-T,東証1部,日野自動車,日野自,輸送用機器,100,貸借銘柄,,
7211-T,東証1部,三菱自動車工業,三菱自,輸送用機器,100,貸借銘柄,,
7212-T,東証1部,エフテック,エフテック,輸送用機器,100,貸借銘柄,,
7213-T,東証1部,レシップホールディングス,レシップＨＤ,輸送用機器,100,貸借銘柄,,
7214-T,東証1部,GMB,ＧＭＢ,輸送用機器,100,貸借銘柄,,
7215-T,東証1部,ファルテック,ファルテック,輸送用機器,100,制度信用銘柄,,
7220-T,東証1部,武蔵精密工業,武蔵精密,輸送用機器,100,貸借銘柄,,
7222-T,東証1部,日産車体,日産車体,輸送用機器,100,貸借銘柄,,
7224-T,東証1部,新明和工業,新明和工,輸送用機器,1000,貸借銘柄,,
7226-T,東証1部,極東開発工業,極東開,輸送用機器,100,貸借銘柄,,
7230-T,東証1部,日信工業,日信工業,輸送用機器,100,貸借銘柄,,
7231-T,東証1部,トピー工業,トピー工,輸送用機器,1000,貸借銘柄,,
7236-T,東証1部,ティラド,ティラド,輸送用機器,1000,貸借銘柄,,
7238-T,東証1部,曙ブレーキ工業,曙ブレーキ,輸送用機器,100,貸借銘柄,,
7239-T,東証1部,タチエス,タチエス,輸送用機器,100,貸借銘柄,,
7240-T,東証1部,NOK,ＮＯＫ,輸送用機器,100,貸借銘柄,,
7241-T,東証1部,フタバ産業,フタバ産,輸送用機器,100,貸借銘柄,,
7242-T,東証1部,カヤバ工業,ＫＹＢ,輸送用機器,1000,貸借銘柄,,
7243-T,東証1部,シロキ工業,シロキ,輸送用機器,1000,貸借銘柄,,
7244-T,東証1部,市光工業,市光工,電気機器,1000,貸借銘柄,,
7245-T,東証1部,大同メタル工業,大同メタル,輸送用機器,100,貸借銘柄,,
7246-T,東証1部,プレス工業,プレス工,輸送用機器,100,貸借銘柄,,
7247-T,東証1部,ミクニ,ミクニ,輸送用機器,100,制度信用銘柄,,
7248-T,東証1部,カルソニックカンセイ,カルソカンセ,輸送用機器,1000,貸借銘柄,,
7250-T,東証1部,太平洋工業,太平洋工,輸送用機器,100,貸借銘柄,,
7251-T,東証1部,ケーヒン,ケーヒン,輸送用機器,100,貸借銘柄,,
7256-T,東証1部,河西工業,河西工,輸送用機器,100,貸借銘柄,,
7259-T,東証1部,アイシン精機,アイシン精機,輸送用機器,100,貸借銘柄,,
7260-T,東証1部,富士機工,富士機工,輸送用機器,100,制度信用銘柄,,
7261-T,東証1部,マツダ,マツダ,輸送用機器,100,貸借銘柄/TOPIX100,1,
7262-T,東証1部,ダイハツ工業,ダイハツ工,輸送用機器,100,貸借銘柄,,
7266-T,東証1部,今仙電機製作所,今仙電機,輸送用機器,100,貸借銘柄,,
7267-T,東証1部,本田技研工業,ホンダ,輸送用機器,100,貸借銘柄/TOPIX100,1,
7269-T,東証1部,スズキ,スズキ,輸送用機器,100,貸借銘柄/TOPIX100,1,
7270-T,東証1部,富士重工業,富士重,輸送用機器,100,貸借銘柄/TOPIX100,1,
7271-T,東証1部,安永,安永,輸送用機器,100,制度信用銘柄,,
7272-T,東証1部,ヤマハ発動機,ヤマハ発,輸送用機器,100,貸借銘柄,,
7274-T,東証1部,ショーワ,ショーワ,輸送用機器,100,貸借銘柄,,
7276-T,東証1部,小糸製作所,小糸製,電気機器,100,貸借銘柄,,
7277-T,東証1部,TBK,ＴＢＫ,輸送用機器,100,貸借銘柄,,
7278-T,東証1部,エクセディ,エクセディ,輸送用機器,100,貸借銘柄,,
7280-T,東証1部,ミツバ,ミツバ,電気機器,100,貸借銘柄,,
7282-T,東証1部,豊田合成,豊田合,輸送用機器,100,貸借銘柄,,
7283-T,東証1部,愛三工業,愛三工,輸送用機器,100,貸借銘柄,,
7284-T,東証1部,盟和産業,盟和産,輸送用機器,1000,制度信用銘柄,,
7294-T,東証1部,ヨロズ,ヨロズ,輸送用機器,100,貸借銘柄,,
7296-T,東証1部,エフ・シー・シー,ＦＣＣ,輸送用機器,100,貸借銘柄,,
7305-T,東証1部,新家工業,新家工,鉄鋼,1000,貸借銘柄,,
7309-T,東証1部,シマノ,シマノ,輸送用機器,100,貸借銘柄,,
7312-T,東証1部,タカタ,タカタ,輸送用機器,100,貸借銘柄,,
7313-T,東証1部,テイ・エス テック,ＴＳテック,輸送用機器,100,貸借銘柄,,
7408-T,東証1部,ジャムコ,ジャムコ,輸送用機器,100,制度信用銘柄,,
7414-T,東証1部,小野建,小野建,卸売業,100,貸借銘柄,,
7416-T,東証1部,はるやま商事,はるやま,小売業,100,貸借銘柄,,
7420-T,東証1部,佐鳥電機,佐鳥電機,卸売業,100,貸借銘柄,,
7421-T,東証1部,カッパ・クリエイトホールディングス,カッパクリＨＤ,小売業,100,制度信用銘柄,,
7427-T,東証1部,エコートレーディング,エコーＴＤ,卸売業,100,貸借銘柄,,
7433-T,東証1部,伯東,伯東,卸売業,100,貸借銘柄,,
7438-T,東証1部,コンドーテック,コンドーテック,卸売業,100,貸借銘柄,,
7442-T,東証1部,中山福,中山福,卸売業,100,貸借銘柄,,
7445-T,東証1部,ライトオン,ライトオン,小売業,100,貸借銘柄,,
7447-T,東証1部,ナガイレーベン,ナガイレーベ,卸売業,100,貸借銘柄,,
7448-T,東証1部,ジーンズメイト,ジンズメイト,小売業,100,制度信用銘柄,,
7451-T,東証1部,三菱食品,三菱食品,卸売業,100,貸借銘柄,,
7453-T,東証1部,良品計画,良品計画,小売業,100,貸借銘柄,,
7455-T,東証1部,三城ホールディングス,三城ＨＤ,小売業,100,貸借銘柄,,
7456-T,東証1部,松田産業,松田産,卸売業,100,制度信用銘柄,,
7459-T,東証1部,メディパルホールディングス,メディパル,卸売業,100,貸借銘柄,,
7463-T,東証1部,アドヴァン,アドヴァン,卸売業,100,貸借銘柄,,
7466-T,東証1部,SPK,ＳＰＫ,卸売業,100,制度信用銘柄,,
7467-T,東証1部,萩原電気,萩原電気,卸売業,100,貸借銘柄,,
7475-T,東証1部,アルビス,アルビス,小売業,100,貸借銘柄,,
7476-T,東証1部,アズワン,アズワン,卸売業,100,貸借銘柄,,
7480-T,東証1部,スズデン,スズデン,卸売業,100,貸借銘柄,,
7481-T,東証1部,尾家産業,尾家産,卸売業,100,制度信用銘柄,,
7482-T,東証1部,シモジマ,シモジマ,卸売業,100,貸借銘柄,,
7483-T,東証1部,ドウシシャ,ドウシシャ,卸売業,100,貸借銘柄,,
7487-T,東証1部,小津産業,小津産業,卸売業,100,貸借銘柄,,
7494-T,東証1部,コナカ,コナカ,小売業,100,貸借銘柄,,
7504-T,東証1部,高速,高速,卸売業,100,貸借銘柄,,
7506-T,東証1部,ハウス オブ ローゼ,ハウスローゼ,小売業,100,貸借銘柄,,
7508-T,東証1部,G-7ホールディングス,ＧセブンＨＤ,小売業,100,貸借銘柄,,
7510-T,東証1部,たけびし,たけびし,卸売業,100,貸借銘柄,,
7512-T,東証1部,イオン北海道,イオン北海,小売業,100,貸借銘柄,,
7513-T,東証1部,コジマ,コジマ,小売業,100,貸借銘柄,,
7514-T,東証1部,ヒマラヤ,ヒマラヤ,小売業,100,制度信用銘柄,,
7516-T,東証1部,コーナン商事,コーナン商,小売業,100,貸借銘柄,,
7517-T,東証1部,黒田電気,黒田電,卸売業,100,貸借銘柄,,
7518-T,東証1部,ネットワンシステムズ,ネットワン,情報・通信業,100,貸借銘柄,,
7520-T,東証1部,エコス,エコス,小売業,100,制度信用銘柄,,
7522-T,東証1部,ワタミ,ワタミ,小売業,100,貸借銘柄,,
7524-T,東証1部,マルシェ,マルシェ,小売業,100,貸借銘柄,,
7532-T,東証1部,ドンキホーテホールディングス,ドンキホーテＨＤ,小売業,100,貸借銘柄,,
7537-T,東証1部,丸文,丸文,卸売業,100,貸借銘柄,,
7545-T,東証1部,西松屋チェーン,西松屋チェ,小売業,100,貸借銘柄,,
7550-T,東証1部,ゼンショーホールディングス,ゼンショーＨＤ,小売業,100,貸借銘柄,,
7552-T,東証1部,ハピネット,ハピネット,卸売業,100,貸借銘柄,,
7554-T,東証1部,幸楽苑,幸楽苑,小売業,100,貸借銘柄,,
7561-T,東証1部,ハークスレイ,ハークスレイ,小売業,100,貸借銘柄,,
7570-T,東証1部,橋本総業,橋本総業,卸売業,100,制度信用銘柄,,
7581-T,東証1部,サイゼリヤ,サイゼリヤ,小売業,100,貸借銘柄,,
7591-T,東証1部,エクセル,エクセル,卸売業,100,制度信用銘柄,,
7593-T,東証1部,VTホールディングス,ＶＴＨＤ,小売業,100,貸借銘柄,,
7594-T,東証1部,マルカキカイ,マルカキカイ,卸売業,100,制度信用銘柄,,
7595-T,東証1部,アルゴグラフィックス,アルゴグラフ,情報・通信業,100,制度信用銘柄,,
7596-T,東証1部,魚力,魚力,小売業,100,制度信用銘柄,,
7599-T,東証1部,ガリバーインターナショナル,ガリバー,卸売業,100,貸借銘柄,,
7600-T,東証1部,日本エム・ディ・エム,ＭＤＭ,卸売業,100,制度信用銘柄,,
7601-T,東証1部,ポプラ,ポプラ,小売業,100,貸借銘柄,,
7606-T,東証1部,ユナイテッドアローズ,Ｕアローズ,小売業,100,貸借銘柄,,
7607-T,東証1部,進和,進和,卸売業,100,制度信用銘柄,,
7608-T,東証1部,エスケイジャパン,ＳＫジャパン,卸売業,100,貸借銘柄,,
7609-T,東証1部,ダイトエレクトロン,ダイトエレク,卸売業,100,貸借銘柄,,
7611-T,東証1部,ハイデイ日高,ハイデ日高,小売業,100,貸借銘柄,,
7613-T,東証1部,シークス,シークス,卸売業,100,貸借銘柄,,
7615-T,東証1部,京都きもの友禅,京都友禅,小売業,100,貸借銘柄,,
7616-T,東証1部,コロワイド,コロワイド,小売業,100,貸借銘柄,,
7619-T,東証1部,田中商事,田中商事,卸売業,100,貸借銘柄,,
7628-T,東証1部,オーハシテクニカ,オーハシテクニカ,卸売業,100,貸借銘柄,,
7630-T,東証1部,壱番屋,壱番屋,小売業,100,貸借銘柄,,
7637-T,東証1部,白銅,白銅,卸売業,100,貸借銘柄,,
7640-T,東証1部,トップカルチャー,トップカルチャ,小売業,100,貸借銘柄,,
7646-T,東証1部,PLANT,ＰＬＡＮＴ,小売業,100,制度信用銘柄,,
7649-T,東証1部,スギホールディングス,スギＨＤ,小売業,100,貸借銘柄,,
7701-T,東証1部,島津製作所,島津製,精密機器,1000,貸借銘柄,,
7702-T,東証1部,JMS,ＪＭＳ,精密機器,1000,貸借銘柄,,
7709-T,東証1部,クボテック,クボテック,精密機器,100,貸借銘柄,,
7714-T,東証1部,ショットモリテックス,ショットモリテ,精密機器,100,制度信用銘柄,,
7715-T,東証1部,長野計器,長野計器,精密機器,100,貸借銘柄,,
7717-T,東証1部,ブイ・テクノロジー,Ｖテク,精密機器,100,貸借銘柄,,
7718-T,東証1部,スター精密,スター精密,電気機器,100,貸借銘柄,,
7721-T,東証1部,東京計器,東京計器,精密機器,1000,貸借銘柄,,
7723-T,東証1部,愛知時計電機,愛知時,精密機器,1000,貸借銘柄,,
7727-T,東証1部,オーバル,オーバル,精密機器,100,貸借銘柄,,
7729-T,東証1部,東京精密,東精密,精密機器,100,貸借銘柄,,
7730-T,東証1部,マニー,マニー,精密機器,100,貸借銘柄,,
7731-T,東証1部,ニコン,ニコン,精密機器,100,貸借銘柄,,
7732-T,東証1部,トプコン,トプコン,精密機器,100,貸借銘柄,,
7733-T,東証1部,オリンパス,オリンパス,精密機器,100,貸借銘柄,,
7734-T,東証1部,理研計器,理計器,精密機器,100,貸借銘柄,,
7735-T,東証1部,SCREENホールディングス,スクリン,電気機器,1000,貸借銘柄,,
7739-T,東証1部,キヤノン電子,キヤノン電子,電気機器,100,貸借銘柄,,
7740-T,東証1部,タムロン,タムロン,精密機器,100,貸借銘柄,,
7741-T,東証1部,HOYA,ＨＯＹＡ,精密機器,100,貸借銘柄/TOPIX100,1,
7744-T,東証1部,ノーリツ鋼機,ノーリツ鋼機,精密機器,100,貸借銘柄,,
7745-T,東証1部,エー・アンド・デイ,Ａ＆Ｄ,精密機器,100,貸借銘柄,,
7751-T,東証1部,キヤノン,キヤノン,電気機器,100,貸借銘柄/TOPIX100,1,
7752-T,東証1部,リコー,リコー,電気機器,100,貸借銘柄/TOPIX100,1,
7762-T,東証1部,シチズンホールディングス,シチズンＨＤ,精密機器,100,貸借銘柄,,
7769-T,東証1部,リズム時計工業,リズム時,精密機器,1000,貸借銘柄,,
7775-T,東証1部,大研医器,大研医器,精密機器,100,制度信用銘柄,,
7780-T,東証1部,メニコン,,精密機器,,,,
7817-T,東証1部,パラマウントベッドホールディングス,パラベッド,その他製品,100,貸借銘柄,,
7818-T,東証1部,トランザクション,トランザクション,その他製品,100,制度信用銘柄,,
7819-T,東証1部,SHO-BI,ＳＨＯ−ＢＩ,その他製品,100,貸借銘柄,,
7820-T,東証1部,ニホンフラッシュ,,その他製品,,,,
7821-T,東証1部,前田工繊,前田工繊,その他製品,100,貸借銘柄,,
7822-T,東証1部,永大産業,永大産業,その他製品,1000,貸借銘柄,,
7823-T,東証1部,アートネイチャー,アートネイチャー,その他製品,100,貸借銘柄,,
7825-T,東証1部,ダンロップスポーツ,ダンロップス,その他製品,100,貸借銘柄,,
7832-T,東証1部,バンダイナムコホールディングス,バンナムＨＤ,その他製品,100,貸借銘柄,,
7838-T,東証1部,共立印刷,共立印刷,その他製品,100,貸借銘柄,,
7840-T,東証1部,フランスベッドホールディングス,フラベッドＨ,その他製品,1000,貸借銘柄,,
7844-T,東証1部,マーベラス,マーベラス,情報・通信業,100,貸借銘柄,,
7846-T,東証1部,パイロットコーポレーション,パイロット,その他製品,100,貸借銘柄,,
7856-T,東証1部,萩原工業,萩原工業,その他製品,100,貸借銘柄,,
7860-T,東証1部,エイベックス・グループ・ホールディングス,エイベックス,情報・通信業,100,貸借銘柄,,
7862-T,東証1部,トッパン・フォームズ,トッパンフォー,その他製品,100,貸借銘柄,,
7864-T,東証1部,フジシールインターナショナル,フジシール,その他製品,100,貸借銘柄,,
7867-T,東証1部,タカラトミー,タカラトミー,その他製品,100,貸借銘柄,,
7868-T,東証1部,廣済堂,広済堂,その他製品,100,貸借銘柄,,
7872-T,東証1部,As-meエステール,Ａｓ−ｍｅエステール,その他製品,100,制度信用銘柄,,
7873-T,東証1部,アーク,アーク,その他製品,100,貸借銘柄,,
7874-T,東証1部,レック,レック,化学,100,制度信用銘柄,,
7885-T,東証1部,タカノ,タカノ,その他製品,100,貸借銘柄,,
7893-T,東証1部,プロネクサス,プロネクサス,その他製品,100,制度信用銘柄,,
7897-T,東証1部,ホクシン,ホクシン,その他製品,100,貸借銘柄,,
7898-T,東証1部,ウッドワン,ウッドワン,その他製品,1000,貸借銘柄,,
7905-T,東証1部,大建工業,大建工,その他製品,1000,貸借銘柄,,
7908-T,東証1部,KIMOTO,ＫＩＭＯＴＯ,化学,100,制度信用銘柄,,
7911-T,東証1部,凸版印刷,凸版印,その他製品,1000,貸借銘柄,,
7912-T,東証1部,大日本印刷,大日印,その他製品,1000,貸借銘柄/TOPIX100,1,
7913-T,東証1部,図書印刷,図書印,その他製品,1000,貸借銘柄,,
7914-T,東証1部,共同印刷,共同印,その他製品,1000,貸借銘柄,,
7915-T,東証1部,日本写真印刷,日写印,その他製品,100,貸借銘柄,,
7916-T,東証1部,光村印刷,光村印,その他製品,1000,貸借銘柄,,
7917-T,東証1部,藤森工業,藤森工業,化学,100,貸借銘柄,,
7921-T,東証1部,宝印刷,宝印刷,その他製品,100,貸借銘柄,,
7925-T,東証1部,前澤化成工業,前沢化成,化学,100,貸借銘柄,,
7936-T,東証1部,アシックス,アシックス,その他製品,100,貸借銘柄,,
7937-T,東証1部,ツツミ,ツツミ,その他製品,100,制度信用銘柄,,
7942-T,東証1部,JSP,ＪＳＰ,化学,100,貸借銘柄,,
7943-T,東証1部,ニチハ,ニチハ,ガラス土石製品,100,貸借銘柄,,
7947-T,東証1部,エフピコ,エフピコ,化学,100,貸借銘柄,,
7949-T,東証1部,小松ウオール工業,小松ウオール,その他製品,100,貸借銘柄,,
7951-T,東証1部,ヤマハ,ヤマハ,その他製品,100,貸借銘柄,,
7952-T,東証1部,河合楽器製作所,河合楽器,その他製品,100,貸借銘柄,,
7955-T,東証1部,クリナップ,クリナップ,その他製品,100,貸借銘柄,,
7956-T,東証1部,ピジョン,ピジョン,その他製品,100,貸借銘柄,,
